ID,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1333,Loaded Weapon 1,1990s,84,13000000,5.4,6485,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,1,0,0,0,0
1334,Logan's Run,1970s,120,9000000,6.5,5441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
1335,Lolita,1960s,152,2000000,7.6,9150,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1,0
1336,Lolita,1990s,137,58000000,6.8,5757,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,1,0
1337,Lone Star,1990s,135,5000000,7.7,8518,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
1338,Lone Wolf McQuade,1980s,105,5000000,5.4,721,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
1339,"Long Kiss Goodnight, The",1990s,120,65000000,6.5,12516,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,1,0,0,0
1340,"Long Riders, The",1980s,99,10000000,7,1190,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
1341,"Longest Day, The",1960s,180,8000000,7.7,6517,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
1342,Look Who's Talking,1980s,93,7500000,5.5,10847,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
1343,Looney Tunes: Back in Action,2000s,91,80000000,6.1,2559,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,1,1,0,0,0,0
1344,"Lord of the Rings, The",1970s,132,8000000,5.8,5734,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
1345,"Lord of the Rings: The Fellowship of the Ring, The",2000s,208,93000000,8.8,157608,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,PG-13,1,0,0,0,0,0,0
1346,"Lord of the Rings: The Return of the King, The",2000s,251,94000000,9,103631,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,PG-13,1,0,0,0,0,0,0
1347,"Lord of the Rings: The Two Towers, The",2000s,223,94000000,8.8,114797,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG-13,1,0,0,0,0,0,0
1348,Loser,2000s,92,20000000,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
1349,Losin' It,1980s,100,7000000,4.5,645,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
1350,Losing Isaiah,1990s,111,17000000,6.1,794,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
1351,"Loss of Sexual Innocence, The",1990s,106,4000000,5.3,977,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
1352,Lost Highway,1990s,135,15000000,7.3,15936,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0,0
1353,Lost Horizon,1930s,118,2000000,7.7,2103,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1354,Lost Souls,2000s,97,28000000,4.6,3423,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
1355,"Lost Weekend, The",1940s,101,1250000,8.1,2661,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1356,"Lost World: Jurassic Park, The",1990s,129,73000000,5.5,28055,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1357,Lost in Space,1990s,130,80000000,4.7,15209,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1358,Lost in Translation,2000s,102,4000000,8,42450,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,R,0,0,1,1,0,0,0
1359,"Lot Like Love, A",2000s,107,30000000,4.6,786,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,PG-13,0,0,1,1,0,1,0
1360,Love & Basketball,2000s,124,15000000,6.7,2093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,PG-13,0,0,0,1,0,1,0
1361,"Love Letter, The",1990s,88,15000000,5.2,1258,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
1362,Love Liza,2000s,90,1000000,6.6,1588,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0
1363,Love Stinks,1990s,94,4000000,5.3,1311,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
1364,Love Story,1970s,99,2200000,6.2,2844,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,0,1,0,1,0
1365,Love and Death,1970s,85,3000000,7.6,4193,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
1366,Love and Other Catastrophes,1990s,78,250000,6.5,783,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,0,0,1,0
1367,Love in the Afternoon,1950s,125,2100000,7.3,1125,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,1,1,0,1,0
1368,Love's Labour's Lost,2000s,93,13000000,5.9,1254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,1,0,0,1,0
1369,Lovely & Amazing,2000s,91,250000,6.9,1813,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
1370,Lucky Break,2000s,108,6000000,6.3,707,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
1371,Lucky Numbers,2000s,105,65000000,5,2396,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
1372,"Lunes al sol, Los",2000s,113,4000000,7.8,1466,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
1373,MASH,1970s,112,3500000,7.8,14829,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
1374,Mackenna's Gold,1960s,136,7000000,6.2,644,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
1375,Mad City,1990s,115,50000000,6,3965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
1376,Mad Max,1970s,93,350000,6.8,11542,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,1,0,0,0,0,0,0
1377,Made,2000s,94,5000000,6.5,4487,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0
1378,Madonna: Truth or Dare,1990s,114,4500000,5.5,2660,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,0,1,0,0
1379,"Magnificent Ambersons, The",1940s,131,850000,8,3407,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1380,Magnolia,1990s,188,37000000,8,45992,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0
1381,Maid in Manhattan,2000s,105,55000000,4.6,12237,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
1382,"Majestic, The",2000s,156,72000000,6.7,8649,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG,0,0,0,1,0,1,0
1383,Major League,1980s,107,11000000,6.7,8078,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
1384,Malcolm X,1990s,202,34000000,7.5,6873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
1385,Malibu's Most Wanted,2000s,86,16000000,4.9,2099,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
1386,Mallrats,1990s,94,6100000,7.1,22837,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0
1387,"Maltese Falcon, The",1940s,101,300000,8.4,19444,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
1388,"Man Apart, A",2000s,110,36000000,5.4,4231,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
1389,"Man Who Knew Too Much, The",1950s,120,2500000,7.4,5388,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
1390,"Man Who Shot Liberty Valance, The",1960s,123,3200000,8.2,7281,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
1391,"Man Who Wasn't There, The",2000s,118,20000000,7.7,17028,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,1,1,0,0,0
1392,"Man Who Would Be King, The",1970s,129,8000000,7.9,8035,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
1393,"Man for All Seasons, A",1960s,120,3900000,8,4356,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
1394,"Man from Elysian Fields, The",2000s,106,6500000,6.8,1198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0
1395,"Man in the Iron Mask, The",1990s,132,35000000,6,11127,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
1396,Man on Fire,2000s,146,70000000,7.4,14358,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0
1397,Man on the Moon,1990s,118,52000000,7.3,19826,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
1398,"Man with the Golden Gun, The",1970s,125,13000000,6.4,7425,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
1399,Manhattan Murder Mystery,1990s,104,13500000,7.3,5044,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
1400,Manhunter,1980s,124,15000000,7.2,7272,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1401,Maniac,1980s,85,350000,5.2,732,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
1402,Maniac Cop,1980s,85,1100000,5,709,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
1403,Mannequin: On the Move,1990s,95,13000000,2.9,1235,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
1404,"Maquinista, El",2000s,102,5000000,7.7,4322,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0
1405,Marci X,2000s,80,20000000,2.8,741,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
1406,"Mariachi, El",1990s,81,220000,7,6817,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0,0
1407,Marnie,1960s,130,3000000,7.1,4373,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1408,Mars Attacks!,1990s,106,70000000,6.1,27363,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
1409,Martin,1970s,95,800000,6.9,847,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
1410,Marty,1950s,94,343000,7.7,2075,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,1,0,1,0
1411,Marvin's Room,1990s,98,23000000,6.5,4005,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,0,0
1412,Mary Reilly,1990s,108,47000000,5.5,2806,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
1413,"Mask of Zorro, The",1990s,136,65000000,6.8,18220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,1,0
1414,Master and Commander: The Far Side of the World,2000s,138,150000000,7.5,21328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0
1415,"Master of Disguise, The",2000s,80,16000000,2.9,3903,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
1416,Masters of the Universe,1980s,106,17000000,4.4,3288,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,1,0,0,0,0
1417,Matewan,1980s,132,4000000,7.6,1877,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1418,Matilda,1990s,102,36000000,6.5,4351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,1,1,0,0,0
1419,"Matrix Reloaded, The",2000s,138,127000000,7.1,57225,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,1,0,0,0,0,0,0
1420,"Matrix Revolutions, The",2000s,125,110000000,6.3,40058,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0
1421,"Matrix, The",1990s,136,63000000,8.5,143853,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,1,0,0,0,0,0,0
1422,Maurice,1980s,140,2600000,7.3,2226,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
1423,Maximum Overdrive,1980s,97,10000000,4.3,3050,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
1424,May,2000s,93,1700000,6.8,3324,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
1425,McHale's Navy,1990s,108,42000000,3.7,1758,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
1426,McLintock!,1960s,127,2000000,7,1289,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
1427,"Me, Myself & Irene",2000s,116,51000000,6,21305,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0
1428,Mean Creek,2000s,89,500000,7.3,2094,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
1429,Mean Girls,2000s,97,17000000,7,11591,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,1,1,0,0,0
1430,Mean Streets,1970s,107,150000,7.5,8008,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1431,"Meaning of Life, The",1980s,112,9000000,7.3,12351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
1432,"Medallion, The",2000s,88,41000000,4.5,2765,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
1433,Medicine Man,1990s,106,40000000,5.7,4190,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,1,0
1434,Meet Joe Black,1990s,178,90000000,6.6,16796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,1,0
1435,Meet Me in St. Louis,1940s,113,1707561,7.7,2480,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,1,0
1436,Meet the Feebles,1980s,94,750000,6.5,3812,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,1,1,0,0,0,0
1437,Meet the Fockers,2000s,115,80000000,6.5,11950,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,0,0
1438,Meet the Parents,2000s,108,55000000,7,30804,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,1,0,0,0,0
1439,Megiddo: The Omega Code 2,2000s,104,22000000,3.8,729,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,PG-13,0,0,0,0,0,0,0
1440,Memento,2000s,113,5000000,8.7,90317,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0
1441,Memoirs of an Invisible Man,1990s,99,40000000,5.6,3038,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
1442,Men in Black,1990s,98,90000000,6.8,53231,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
1443,Men in Black II,2000s,88,140000000,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
1444,Men of Honor,2000s,129,32000000,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
1445,Men with Brooms,2000s,102,7500000,5.9,1096,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0
1446,Menace II Society,1990s,97,3500000,7.3,4704,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0
1447,Meng long guojiang,1970s,90,130000,6.6,1775,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
1448,"Merchant of Venice, The",2000s,138,30000000,7.3,1400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0
1449,Mercury Rising,1990s,108,60000000,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
1450,Message in a Bottle,1990s,126,30000000,5.4,5582,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0
1451,"Message, The",1970s,177,10000000,7.5,743,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,74.5,,0,0,0,1,0,0,0
1452,Meteor,1970s,107,16000000,4.5,1116,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
1453,Metoroporisu,2000s,107,14500000,7.3,3380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,1,0,1,0,1,0
1454,Metro,1990s,117,55000000,5.2,3560,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,1,0,1,1,0,0,0
1455,Metropolitan,1990s,98,430000,7.1,1379,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
1456,"Mexican, The",2000s,123,38000000,6,13935,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
1457,Michael Collins,1990s,133,25000000,6.8,5009,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1458,Michael Moore Hates America,2000s,125,200000,4.2,629,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,R,0,0,0,0,1,0,0
1459,Mickey Blue Eyes,1990s,102,40000000,5.8,7247,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
1460,"Midnight Clear, A",1990s,107,5000000,7.5,2147,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1461,Midnight Cowboy,1960s,113,3600000,7.9,13091,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1462,Midnight Express,1970s,121,2300000,7.6,7617,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1463,Midnight Run,1980s,126,30000000,7.5,9196,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,1,0,0,0,0
1464,Midnight in the Garden of Good and Evil,1990s,155,30000000,6.4,8517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
1465,Mighty Aphrodite,1990s,95,15000000,7,7083,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,0,0,0,0
1466,Mighty Joe Young,1990s,114,49000000,5.6,2873,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,0,0,0,0,0
1467,Mildred Pierce,1940s,111,1500000,7.7,2348,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
1468,Miller's Crossing,1990s,115,14000000,8,14575,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1469,Million Dollar Baby,2000s,132,30000000,8.3,20195,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,PG-13,0,0,0,1,0,0,0
1470,"Million Dollar Hotel, The",2000s,122,8000000,5.5,4746,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
1471,Mimic,1990s,105,25000000,5.6,6052,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
1472,Mindhunters,2000s,102,27000000,6.3,3925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
1473,Minority Report,2000s,145,102000000,7.8,51199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,1,0,0,1,0,0,0
1474,Miracle Mile,1980s,87,3000000,6.8,1086,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
1475,"Miracle Worker, The",1960s,106,500000,7.9,2130,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
1476,"Mirror Has Two Faces, The",1990s,122,42000000,5.7,2775,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0
1477,Misery,1990s,107,20000000,7.5,13120,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
1478,"Misfits, The",1960s,120,4000000,7.3,1905,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
1479,Mishima: A Life in Four Chapters,1980s,121,5000000,7.5,772,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
1480,Miss Congeniality,2000s,109,45000000,6.2,16235,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
1481,Mission to Mars,2000s,113,90000000,4.9,15018,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
1482,Mission: Impossible,1990s,110,75000000,6.6,33496,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1483,Mission: Impossible II,2000s,123,125000000,5.7,35958,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
1484,Mississippi Burning,1980s,128,15000000,7.6,8084,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
1485,Mo' Better Blues,1990s,130,10000000,6.1,1408,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
1486,Mo' Money,1990s,97,15000000,4.9,1109,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
1487,Moby Dick,1950s,115,4500000,7.3,1887,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1488,Modern Times,1930s,87,1500000,8.5,10326,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,1,0,0,0,0
1489,Modern Vampires,1990s,91,2000000,4.1,700,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
1490,Mommie Dearest,1980s,129,5000000,6.2,1696,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
1491,Mona Lisa Smile,2000s,117,65000000,6.1,6838,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
1492,"Money Pit, The",1980s,91,10000000,5.6,6392,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
1493,Money Talks,1990s,97,25000000,5.5,2720,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
1494,Money Train,1990s,103,68000000,5.1,5081,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,1,0,1,1,0,0,0
1495,Monkey Shines,1980s,113,7000000,5.8,834,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
